attributes,choice_options,colors,variant,price,stock,variant_images,product_images
"{""size"": ""large"", ""material"": ""silk""}","{""color"": [""red"", ""blue"", ""green"", ""yellow""], ""size"": [""small"", ""medium""]}","[""red"", ""blue"", ""green""]",Purple Small,29.99,150,,
"{""size"": ""large"", ""material"": ""wool""}","{""color"": [""red"", ""blue"", ""green"", ""yellow"", ""purple""], ""size"": [""small"", ""medium""]}","[""red"", ""blue"", ""green"", ""yellow"", ""purple""]",Red Extra-large,19.99,100,,
"{""size"": ""extra-large"", ""material"": ""silk""}","{""color"": [""red"", ""blue"", ""green"", ""yellow"", ""purple""], ""size"": [""small"", ""medium"", ""large"", ""extra-large""]}","[""red"", ""blue"", ""green"", ""yellow"", ""purple"", ""black""]",Red Small,39.99,25,,
"{""size"": ""large"", ""material"": ""wool""}","{""color"": [""red"", ""blue"", ""green""], ""size"": [""small"", ""medium"", ""large"", ""extra-large""]}","[""red"", ""blue"", ""green"", ""yellow""]",Black Large,29.99,100,,
"{""size"": ""large"", ""material"": ""polyester""}","{""color"": [""red"", ""blue"", ""green"", ""yellow""], ""size"": [""small"", ""medium""]}","[""red"", ""blue"", ""green"", ""yellow"", ""purple"", ""black""]",Yellow Extra-large,29.99,150,,
"{""size"": ""large"", ""material"": ""cotton""}","{""color"": [""red"", ""blue"", ""green"", ""yellow""], ""size"": [""small"", ""medium"", ""large"", ""extra-large""]}","[""red"", ""blue""]",Red Extra-large,19.99,25,,
"{""size"": ""extra-large"", ""material"": ""wool""}","{""color"": [""red"", ""blue"", ""green""], ""size"": [""small"", ""medium"", ""large"", ""extra-large""]}","[""red"", ""blue"", ""green"", ""yellow"", ""purple""]",Black Medium,39.99,75,,
"{""size"": ""medium"", ""material"": ""polyester""}","{""color"": [""red"", ""blue"", ""green"", ""yellow"", ""purple""], ""size"": [""small"", ""medium"", ""large""]}","[""red"", ""blue"", ""green"", ""yellow"", ""purple""]",Yellow Large,39.99,25,,
"{""size"": ""medium"", ""material"": ""cotton""}","{""color"": [""red"", ""blue"", ""green"", ""yellow"", ""purple"", ""black""], ""size"": [""small"", ""medium"", ""large"", ""extra-large""]}","[""red"", ""blue"", ""green"", ""yellow"", ""purple""]",Black Extra-large,39.99,150,,
"{""size"": ""extra-large"", ""material"": ""polyester""}","{""color"": [""red"", ""blue"", ""green"", ""yellow"", ""purple"", ""black""], ""size"": [""small"", ""medium"", ""large"", ""extra-large""]}","[""red"", ""blue"", ""green"", ""yellow"", ""purple"", ""black""]",Purple Large,29.99,25,,
"{""size"": ""large"", ""material"": ""silk""}","{""color"": [""red"", ""blue"", ""green"", ""yellow""], ""size"": [""small"", ""medium""]}","[""red"", ""blue"", ""green""]",Green Large,49.99,50,,
"{""size"": ""small"", ""material"": ""polyester""}","{""color"": [""red"", ""blue""], ""size"": [""small"", ""medium"", ""large""]}","[""red"", ""blue"", ""green""]",Red Small,49.99,50,,
"{""size"": ""large"", ""material"": ""cotton""}","{""color"": [""red"", ""blue""], ""size"": [""small"", ""medium""]}","[""red"", ""blue"", ""green"", ""yellow""]",Yellow Large,29.99,150,,
"{""size"": ""medium"", ""material"": ""polyester""}","{""color"": [""red"", ""blue"", ""green""], ""size"": [""small"", ""medium""]}","[""red"", ""blue"", ""green"", ""yellow"", ""purple""]",Black Extra-large,25.99,25,,
"{""size"": ""medium"", ""material"": ""silk""}","{""color"": [""red"", ""blue"", ""green"", ""yellow""], ""size"": [""small"", ""medium""]}","[""red"", ""blue""]",Purple Extra-large,25.99,75,,
"{""size"": ""medium"", ""material"": ""polyester""}","{""color"": [""red"", ""blue""], ""size"": [""small"", ""medium""]}","[""red"", ""blue"", ""green"", ""yellow""]",Black Large,49.99,100,,
"{""size"": ""small"", ""material"": ""cotton""}","{""color"": [""red"", ""blue"", ""green"", ""yellow"", ""purple"", ""black""], ""size"": [""small"", ""medium"", ""large"", ""extra-large""]}","[""red"", ""blue"", ""green"", ""yellow"", ""purple"", ""black""]",Red Medium,25.99,100,,
"{""size"": ""large"", ""material"": ""cotton""}","{""color"": [""red"", ""blue"", ""green"", ""yellow""], ""size"": [""small"", ""medium""]}","[""red"", ""blue"", ""green""]",Yellow Extra-large,39.99,75,,
"{""size"": ""large"", ""material"": ""polyester""}","{""color"": [""red"", ""blue"", ""green"", ""yellow"", ""purple""], ""size"": [""small"", ""medium""]}","[""red"", ""blue"", ""green""]",Yellow Small,19.99,150,,
"{""size"": ""extra-large"", ""material"": ""wool""}","{""color"": [""red"", ""blue"", ""green"", ""yellow""], ""size"": [""small"", ""medium"", ""large""]}","[""red"", ""blue""]",Purple Small,19.99,50,,
"{""size"": ""extra-large"", ""material"": ""silk""}","{""color"": [""red"", ""blue"", ""green"", ""yellow""], ""size"": [""small"", ""medium""]}","[""red"", ""blue"", ""green""]",Black Small,39.99,50,,
"{""size"": ""large"", ""material"": ""wool""}","{""color"": [""red"", ""blue"", ""green"", ""yellow""], ""size"": [""small"", ""medium""]}","[""red"", ""blue"", ""green""]",Purple Large,29.99,25,,
"{""size"": ""medium"", ""material"": ""cotton""}","{""color"": [""red"", ""blue"", ""green"", ""yellow"", ""purple""], ""size"": [""small"", ""medium"", ""large"", ""extra-large""]}","[""red"", ""blue"", ""green"", ""yellow"", ""purple""]",Yellow Extra-large,49.99,50,,
"{""size"": ""medium"", ""material"": ""wool""}","{""color"": [""red"", ""blue"", ""green"", ""yellow""], ""size"": [""small"", ""medium"", ""large""]}","[""red"", ""blue"", ""green"", ""yellow"", ""purple"", ""black""]",Green Extra-large,29.99,100,,
"{""size"": ""small"", ""material"": ""silk""}","{""color"": [""red"", ""blue"", ""green""], ""size"": [""small"", ""medium"", ""large"", ""extra-large""]}","[""red"", ""blue"", ""green"", ""yellow"", ""purple"", ""black""]",Yellow Large,49.99,25,,
"{""size"": ""small"", ""material"": ""cotton""}","{""color"": [""red"", ""blue""], ""size"": [""small"", ""medium"", ""large"", ""extra-large""]}","[""red"", ""blue""]",Red Large,29.99,75,,
"{""size"": ""medium"", ""material"": ""polyester""}","{""color"": [""red"", ""blue"", ""green""], ""size"": [""small"", ""medium"", ""large""]}","[""red"", ""blue"", ""green"", ""yellow"", ""purple"", ""black""]",Red Large,19.99,75,,
"{""size"": ""medium"", ""material"": ""silk""}","{""color"": [""red"", ""blue"", ""green"", ""yellow"", ""purple"", ""black""], ""size"": [""small"", ""medium"", ""large"", ""extra-large""]}","[""red"", ""blue"", ""green"", ""yellow"", ""purple"", ""black""]",Black Large,25.99,75,,
"{""size"": ""small"", ""material"": ""polyester""}","{""color"": [""red"", ""blue""], ""size"": [""small"", ""medium"", ""large"", ""extra-large""]}","[""red"", ""blue""]",Green Extra-large,39.99,25,,
"{""size"": ""medium"", ""material"": ""polyester""}","{""color"": [""red"", ""blue"", ""green""], ""size"": [""small"", ""medium"", ""large"", ""extra-large""]}","[""red"", ""blue"", ""green"", ""yellow"", ""purple""]",Yellow Medium,39.99,25,,
"{""size"": ""medium"", ""material"": ""silk""}","{""color"": [""red"", ""blue"", ""green"", ""yellow"", ""purple"", ""black""], ""size"": [""small"", ""medium"", ""large""]}","[""red"", ""blue"", ""green"", ""yellow""]",Black Small,29.99,150,,
"{""size"": ""large"", ""material"": ""polyester""}","{""color"": [""red"", ""blue"", ""green"", ""yellow""], ""size"": [""small"", ""medium"", ""large"", ""extra-large""]}","[""red"", ""blue""]",Black Extra-large,29.99,50,,
"{""size"": ""large"", ""material"": ""polyester""}","{""color"": [""red"", ""blue"", ""green"", ""yellow""], ""size"": [""small"", ""medium"", ""large""]}","[""red"", ""blue"", ""green"", ""yellow"", ""purple""]",Blue Small,19.99,150,,
"{""size"": ""large"", ""material"": ""polyester""}","{""color"": [""red"", ""blue"", ""green"", ""yellow""], ""size"": [""small"", ""medium"", ""large"", ""extra-large""]}","[""red"", ""blue"", ""green"", ""yellow""]",Red Small,39.99,25,,
"{""size"": ""large"", ""material"": ""polyester""}","{""color"": [""red"", ""blue"", ""green"", ""yellow""], ""size"": [""small"", ""medium""]}","[""red"", ""blue"", ""green""]",Green Large,29.99,75,,
"{""size"": ""extra-large"", ""material"": ""cotton""}","{""color"": [""red"", ""blue"", ""green"", ""yellow""], ""size"": [""small"", ""medium"", ""large"", ""extra-large""]}","[""red"", ""blue"", ""green""]",Green Small,29.99,50,,
"{""size"": ""large"", ""material"": ""polyester""}","{""color"": [""red"", ""blue"", ""green""], ""size"": [""small"", ""medium""]}","[""red"", ""blue"", ""green""]",Purple Small,25.99,25,,
"{""size"": ""medium"", ""material"": ""cotton""}","{""color"": [""red"", ""blue"", ""green"", ""yellow"", ""purple""], ""size"": [""small"", ""medium"", ""large""]}","[""red"", ""blue"", ""green"", ""yellow"", ""purple""]",Purple Large,25.99,50,,
"{""size"": ""large"", ""material"": ""cotton""}","{""color"": [""red"", ""blue""], ""size"": [""small"", ""medium"", ""large""]}","[""red"", ""blue"", ""green"", ""yellow"", ""purple"", ""black""]",Blue Small,39.99,75,,
"{""size"": ""extra-large"", ""material"": ""silk""}","{""color"": [""red"", ""blue"", ""green"", ""yellow"", ""purple""], ""size"": [""small"", ""medium"", ""large"", ""extra-large""]}","[""red"", ""blue"", ""green"", ""yellow""]",Blue Extra-large,25.99,150,,
"{""size"": ""large"", ""material"": ""silk""}","{""color"": [""red"", ""blue"", ""green"", ""yellow"", ""purple""], ""size"": [""small"", ""medium""]}","[""red"", ""blue"", ""green"", ""yellow"", ""purple""]",Black Large,39.99,50,,
"{""size"": ""large"", ""material"": ""silk""}","{""color"": [""red"", ""blue"", ""green""], ""size"": [""small"", ""medium"", ""large""]}","[""red"", ""blue"", ""green""]",Red Medium,49.99,150,,
"{""size"": ""medium"", ""material"": ""cotton""}","{""color"": [""red"", ""blue"", ""green""], ""size"": [""small"", ""medium"", ""large"", ""extra-large""]}","[""red"", ""blue""]",Black Medium,29.99,150,,
"{""size"": ""small"", ""material"": ""silk""}","{""color"": [""red"", ""blue""], ""size"": [""small"", ""medium""]}","[""red"", ""blue"", ""green"", ""yellow"", ""purple""]",Red Large,19.99,100,,
"{""size"": ""extra-large"", ""material"": ""silk""}","{""color"": [""red"", ""blue"", ""green"", ""yellow"", ""purple"", ""black""], ""size"": [""small"", ""medium"", ""large""]}","[""red"", ""blue"", ""green""]",Green Medium,29.99,150,,
"{""size"": ""extra-large"", ""material"": ""cotton""}","{""color"": [""red"", ""blue"", ""green"", ""yellow"", ""purple""], ""size"": [""small"", ""medium""]}","[""red"", ""blue""]",Yellow Small,19.99,75,,
"{""size"": ""small"", ""material"": ""wool""}","{""color"": [""red"", ""blue"", ""green"", ""yellow"", ""purple""], ""size"": [""small"", ""medium"", ""large""]}","[""red"", ""blue""]",Black Extra-large,49.99,150,,
"{""size"": ""extra-large"", ""material"": ""wool""}","{""color"": [""red"", ""blue"", ""green""], ""size"": [""small"", ""medium""]}","[""red"", ""blue"", ""green"", ""yellow"", ""purple"", ""black""]",Black Large,19.99,25,,
"{""size"": ""medium"", ""material"": ""wool""}","{""color"": [""red"", ""blue"", ""green"", ""yellow""], ""size"": [""small"", ""medium""]}","[""red"", ""blue"", ""green"", ""yellow"", ""purple""]",Purple Medium,19.99,25,,
"{""size"": ""large"", ""material"": ""cotton""}","{""color"": [""red"", ""blue"", ""green""], ""size"": [""small"", ""medium"", ""large"", ""extra-large""]}","[""red"", ""blue"", ""green"", ""yellow"", ""purple""]",Black Small,25.99,50,,
"{""size"": ""medium"", ""material"": ""cotton""}","{""color"": [""red"", ""blue"", ""green"", ""yellow"", ""purple""], ""size"": [""small"", ""medium"", ""large""]}","[""red"", ""blue""]",Green Small,49.99,100,,
"{""size"": ""small"", ""material"": ""wool""}","{""color"": [""red"", ""blue"", ""green"", ""yellow""], ""size"": [""small"", ""medium"", ""large""]}","[""red"", ""blue"", ""green"", ""yellow""]",Green Small,49.99,50,,
"{""size"": ""small"", ""material"": ""silk""}","{""color"": [""red"", ""blue""], ""size"": [""small"", ""medium""]}","[""red"", ""blue""]",Purple Medium,25.99,100,,
"{""size"": ""large"", ""material"": ""cotton""}","{""color"": [""red"", ""blue"", ""green"", ""yellow""], ""size"": [""small"", ""medium"", ""large"", ""extra-large""]}","[""red"", ""blue"", ""green""]",Black Small,39.99,25,,
"{""size"": ""large"", ""material"": ""silk""}","{""color"": [""red"", ""blue"", ""green""], ""size"": [""small"", ""medium"", ""large"", ""extra-large""]}","[""red"", ""blue"", ""green"", ""yellow"", ""purple""]",Red Large,25.99,100,,
"{""size"": ""large"", ""material"": ""cotton""}","{""color"": [""red"", ""blue"", ""green"", ""yellow""], ""size"": [""small"", ""medium"", ""large""]}","[""red"", ""blue"", ""green"", ""yellow"", ""purple""]",Red Small,25.99,25,,
"{""size"": ""small"", ""material"": ""silk""}","{""color"": [""red"", ""blue"", ""green"", ""yellow"", ""purple"", ""black""], ""size"": [""small"", ""medium"", ""large"", ""extra-large""]}","[""red"", ""blue"", ""green"", ""yellow"", ""purple"", ""black""]",Red Small,25.99,25,,
"{""size"": ""medium"", ""material"": ""wool""}","{""color"": [""red"", ""blue"", ""green"", ""yellow"", ""purple"", ""black""], ""size"": [""small"", ""medium"", ""large"", ""extra-large""]}","[""red"", ""blue"", ""green"", ""yellow"", ""purple"", ""black""]",Black Small,49.99,100,,
"{""size"": ""large"", ""material"": ""silk""}","{""color"": [""red"", ""blue""], ""size"": [""small"", ""medium"", ""large"", ""extra-large""]}","[""red"", ""blue"", ""green"", ""yellow"", ""purple"", ""black""]",Blue Medium,49.99,150,,
"{""size"": ""small"", ""material"": ""silk""}","{""color"": [""red"", ""blue"", ""green""], ""size"": [""small"", ""medium""]}","[""red"", ""blue""]",Black Small,49.99,25,,
"{""size"": ""large"", ""material"": ""silk""}","{""color"": [""red"", ""blue""], ""size"": [""small"", ""medium"", ""large"", ""extra-large""]}","[""red"", ""blue"", ""green"", ""yellow"", ""purple""]",Blue Medium,39.99,75,,
"{""size"": ""small"", ""material"": ""polyester""}","{""color"": [""red"", ""blue"", ""green"", ""yellow""], ""size"": [""small"", ""medium"", ""large""]}","[""red"", ""blue"", ""green"", ""yellow""]",Yellow Large,39.99,50,,
"{""size"": ""large"", ""material"": ""wool""}","{""color"": [""red"", ""blue"", ""green"", ""yellow""], ""size"": [""small"", ""medium"", ""large"", ""extra-large""]}","[""red"", ""blue""]",Red Medium,39.99,100,,
"{""size"": ""small"", ""material"": ""silk""}","{""color"": [""red"", ""blue"", ""green"", ""yellow""], ""size"": [""small"", ""medium"", ""large"", ""extra-large""]}","[""red"", ""blue"", ""green""]",Yellow Small,19.99,50,,
"{""size"": ""medium"", ""material"": ""polyester""}","{""color"": [""red"", ""blue"", ""green""], ""size"": [""small"", ""medium"", ""large""]}","[""red"", ""blue"", ""green"", ""yellow""]",Purple Extra-large,29.99,75,,
"{""size"": ""medium"", ""material"": ""polyester""}","{""color"": [""red"", ""blue""], ""size"": [""small"", ""medium"", ""large"", ""extra-large""]}","[""red"", ""blue"", ""green"", ""yellow""]",Black Medium,39.99,25,,
"{""size"": ""extra-large"", ""material"": ""wool""}","{""color"": [""red"", ""blue"", ""green"", ""yellow""], ""size"": [""small"", ""medium""]}","[""red"", ""blue"", ""green"", ""yellow"", ""purple""]",Purple Extra-large,39.99,50,,
"{""size"": ""small"", ""material"": ""silk""}","{""color"": [""red"", ""blue"", ""green"", ""yellow""], ""size"": [""small"", ""medium""]}","[""red"", ""blue""]",Green Small,49.99,25,,
"{""size"": ""small"", ""material"": ""silk""}","{""color"": [""red"", ""blue""], ""size"": [""small"", ""medium""]}","[""red"", ""blue""]",Blue Extra-large,39.99,150,,
"{""size"": ""medium"", ""material"": ""polyester""}","{""color"": [""red"", ""blue"", ""green"", ""yellow"", ""purple"", ""black""], ""size"": [""small"", ""medium"", ""large"", ""extra-large""]}","[""red"", ""blue"", ""green"", ""yellow"", ""purple"", ""black""]",Green Small,29.99,50,,
"{""size"": ""large"", ""material"": ""polyester""}","{""color"": [""red"", ""blue""], ""size"": [""small"", ""medium""]}","[""red"", ""blue""]",Black Extra-large,39.99,150,,
"{""size"": ""medium"", ""material"": ""wool""}","{""color"": [""red"", ""blue"", ""green"", ""yellow""], ""size"": [""small"", ""medium"", ""large""]}","[""red"", ""blue"", ""green""]",Red Extra-large,39.99,150,,
"{""size"": ""medium"", ""material"": ""silk""}","{""color"": [""red"", ""blue"", ""green"", ""yellow"", ""purple"", ""black""], ""size"": [""small"", ""medium"", ""large""]}","[""red"", ""blue"", ""green""]",Yellow Small,19.99,25,,
"{""size"": ""small"", ""material"": ""polyester""}","{""color"": [""red"", ""blue"", ""green""], ""size"": [""small"", ""medium"", ""large"", ""extra-large""]}","[""red"", ""blue""]",Red Small,29.99,150,,
"{""size"": ""medium"", ""material"": ""wool""}","{""color"": [""red"", ""blue"", ""green"", ""yellow""], ""size"": [""small"", ""medium"", ""large"", ""extra-large""]}","[""red"", ""blue"", ""green"", ""yellow""]",Red Medium,29.99,100,,
"{""size"": ""small"", ""material"": ""polyester""}","{""color"": [""red"", ""blue"", ""green"", ""yellow"", ""purple"", ""black""], ""size"": [""small"", ""medium"", ""large""]}","[""red"", ""blue"", ""green"", ""yellow"", ""purple""]",Black Extra-large,39.99,150,,
"{""size"": ""large"", ""material"": ""wool""}","{""color"": [""red"", ""blue"", ""green""], ""size"": [""small"", ""medium"", ""large""]}","[""red"", ""blue"", ""green"", ""yellow"", ""purple"", ""black""]",Green Medium,49.99,100,,
